,glum,despicable,elevated,effervescent,dubious,,,over-interested,
,intense,desolated,unruly,rejoicing,traumatised,,,zealously,
,bellicose,in sorrow,set up,cheerly,forbidding,,,of a mind to,
,soreheaded,with no one to turn to,abstracted,hushed,lamblike,,,speculative,
,worried,daunting,stirring,good-natured,traumatized,,,flutter,
,overcast,savage,champion,light-hearted,bothered,,,voraciously,
,salty,enriching,as merry as a grig,alert,longanimous,,,submerged,
,risky,apologetic,cheering,concluded,in a tizzy,,,all ears,
,wounded,plutonian,in transports,charmed,shit a brick idiom,,,go hog wild idiom,
,ennuied,blubbering,comforting,languid,Delphic,,,hopping,
,cutting,bland,unmarred,rosy,angsty,,,overheated,
,jealous,libertine,mesmerized,leisured,obsessive,,,turn,
,grieved,threnodic,thumping,in raptures,peaceable,,,beguiled,
,spunky,dampened,hypnotized,euphoric,unpoised,,,locked in,
,tilting,institutional,devilish,protected,rattled,,,buzz,
,ungratified,overcome,believing,delightful,lame,,,peering,
,fevered,sorry for oneself,shining,wigged out,nothing,,,delighted,
,at the end of your tether,suicidal,comical,untroubled,overstrung,,,float,
,malevolent,haunting,dignified,zippy,shaking in ones shoes,,,partial,
,corybantic,cloudy,rowdy,venerated,wary,,,passionately,
,shaken,doubtful,victorious,crowing,unnerved,,,geek,
,double-edged,hopeless,extrovert,on cloud nine,numb,,,piqued,
,in a wax,repentant,affable,enthusiastic,demure,,,all,
,in a towering rage,let-down,effusive,accomplished,cowering,,,pushy,
,stroppy,inferior,preoccupied,heedless,unbelieving,,,tampering,
,murder,sorry for yourself,blessed,comforted,clutched,,,intuitive,
,alien,disquieting,cordial,blithely unconcerned,cynical,,,busy,
,blue in the face,stiff,sparkly,without care,on thin ice,,,biased,
,angrily,squalid,loud,lighthearted,antsy,,,anxiously,
,hoha,petty,exultantly,up,untrue,,,rapturous,
,warring,supplicating,saturnalian,like a dog with two tails,ashamed,,,gag,
,virulent,insipid,comic,glad,indecisive,,,inspective,
,scintillating,put off,irrepressible,enjoyable,daunted,,,intrusive,
,annoying,cheesed off,humorous,as pleased as Punch,milk-and-water,,,concentrating,
,fulminating,wet,willing,virtuously,incompetent,,,heady,
,ungracious,unbefriended,spaced-out,rhapsodic,cowardly,,,be in the mood (for sth/to do sth) idiom,
,frightening,destitute,ripping,pride,discomposed,,,(as) keen as mustard idiom,
,warpath,traumatic,like a child with a new toy,glass half full,suspicious,,,market,
,unappeased,dump,possessed,good,sneaking,,,inattentive,
,amused,guilty,jump for joy idiom,in good spirits,afeard,,,rushed off your feet,
,huff,feeble,groovy,reckless,distrustful,,,in harness,
,snippy,significant,scream,vigorous,hinky,,,taken up with,
,dishonoured,teed off,very pleased,boastful,awed,,,dedicated,
,excitable,singing the blues,in transports of delight,bright,fear,,,spirited,
,quick-tempered,sneaking,as happy as a clam,relaxed,face,,,analytical,
,storm-wracked,tenebrous,impetuous,satiation,lacking assurance,,,nuts,
,all shook up,discontented,rose-colored,excited,passive,,,enthralled by,
,taciturn,excruciating,boisterous,hysterical,coy,,,engaged in,
,dirty,morosely,employed,undisturbed,sissified,,,hypnotized,
,moping,tormenting,facetious,walking on air,numb with fear,,,single-minded,
,charged,heart-warming,jazzy,pacific,unconvinced,,,energetic,
,skittish,alarmed,ecstatically,revelling,windy,,,clever,
,easily frightened,uneasy,in seventh heaven,consummated,distressed,,,effusive,
,unglued,worried,jumping for joy,festive,wimpish,,,studious,
,mettlesome,shaky,eupeptic,prideful,unobtrusive,,,be heavily into sth idiom,
,acrid,in the pits,comforted,reposeful,spasmodic,,,edge,
,short-fused,commiserative,sidesplitting,over the moon,questioning,,,penetrating,
,malign,taciturn,snappy,rip-roaring,disordered,,,fixated by,
,in a filthy temper,moping,out,at rest,unassured,,,monopolised,
,acidulous,worsted,turned on,keeping the faith,biting nails,,,sit,
,raw,sapped,smiling,serene,having stage fright,,,catechistic,
,pungent,unpleasing,gladdening,swaggering,ineffectual,,,overzealous,
,uncooperative,suffering,distracting,animated,cringey,,,dotty,
,uneasy,vexatious,grooving,roseate,reticent,,,geek out,
,dogged,sort,buoyant,job satisfaction,sookie,,,fixed,
,at your wits end,ugly,appeased,spontaneous,effete,,,euphoric,
,squally,flat,encouraging,exultant,stressed,,,mood,
,discomfited,musing,nostalgic,feckless,worthless,,,earnest,
,unsmiling,useless,pushy,effectuated,touch and go,,,up to here in,
,high-spirited,uptight,ethereal,as happy as Larry,up in the air,,,wild,
,melancholic,afflictive,glorious,rest on your laurels idiom,distraught,,,activist,
,gloomy,greeting,rollicking,radiant,long-suffering,,,intent on,
,blood-and-guts,soulful,forward,glowing,perfidious,,,bated,
,stormily,grievous,brightly,restful,dishonourable,,,fevered,
,airborne,uplifting,wrapped up,fantastic,modest,,,mesmerized,
,abrupt,dejectedly,perfect,confident,having reservations,,,questioning,
,overwrought,sunless,witty,content,in a flap,,,zestful,
,moody,crushed,hearty,enchanted,affrighted,,,evangelistic,
,dismayed,merciful,feastful,free-minded,headlight,,,high doh,
,disenchanted,low-down,delirious with happiness,blest,panic-struck,,,wild about,
,mopey,vale,bonny,rapt,insignificant,,,preoccupied by,
,loudmouthed,happy,in ecstasy,fluent,dismayed,,,up,
,ready to fight,dejecting,uplifting,happy-go-lucky,abnormal,,,astute,
,blue,chapfallen,bright-eyed and bushy-tailed idiom,full of the joys of spring,fearful,,,gung-ho,
,upset,horrified,elastic,jaunty,scared to death,,,avidly,
,blowing a gasket,be cut up idiom,happy as a clam,beaming,invertebrate,,,utilised,
,easily offended,onerous,beside oneself with happiness,sheltered,inefficient,,,dying to know,
,unwilling,unglued,deliriously,jovial,retiring,,,charmed,
,ungentle,penitent,tranquil,trustful,revolted,,,glue,
,maleficent,heavy with grief,fervent,smugness,unprincipled,,,connected,
,picky,with tears in your eyes,boon,heartening,niddering,,,busybody,
,depressed,indigent,euphorically,ebullient,weak,,,interviewing,
,excited,browbeaten,honored,measured,horrifying,,,on the hop,
,malicious,mopey,friendly,leisurely,intimidated by,,,sbs heart/mind/pulse races idiom,
,despondent,inadequate,crank,mild,ineffective,,,keyed up,
,complaining,lowered,chucklesome,effected,namby-pamby,,,desiring,
,have had it (up to here) with idiom,feeling down,triumphant,emboldened,wavering,,,ambitious,
,blazing,demoralising,heartwarming,settled,mean,,,up to your ears,
,rude,painful,bucked,gloat,lowly,,,fiend for,
,spleenful,miffed,joshing,trusting,faithless,,,possessed by,
,discontentedly,sunk,vivid,feel-good,mouselike,,,pumped,
,histrionic,caved-in,vital,have a good run for your money idiom,inconstant,,,fixated,
,inhospitable,in disorder,smug,canty,hyper,,,willing,
,murky,without friends,cheerfulness,flattered,hysteric,,,nosy-parkering,
,snappily,in a stew,lightsome,sure,disheartened,,,devoted to,
,p.o.d,sagging,larking,bullish,cowhearted,,,analytic,
,cold,nostalgic,companionable,laughing,feminine,,,interrogative,
,swivel-eyed,shell-shocked,casual,starry-eyed,easily agitated,,,bewitched,
,apprehensive,wishful,Pickwickian,entertaining,effeminate cockney,,,outward-looking,
,madding,forsaken,gone,peart,restrained,,,bugged,
,vindictive,calamitous,sent,rhapsodical,submissive,,,hooked on,
,red-hot,mopy,of good cheer,transported,atwitter,,,stuck on,
,bent out of shape,sorrowfully,convivial,wowed,excitable,,,keen on,
,ready to be tied,gone to pieces,amiable,finished,careful,,,big-eyed,
,thrown,slothful,without a care in the world,executed,quail,,,enthralled,
,abrasive,concerned,sedate,tickled to death,troubled,,,smart,
,discountenanced,beat-down,relieved,unconcerned,have a horror of sth idiom,,,sharp,
,dishonored,in a reverie,triumphal,triumphalist,milk-livered,,,voracious,
,be not amused idiom,muddled,tumultuous,satiate,introverted,,,preoccupied with,
,warm,in a tizzy,prizewinning,esteemed,mim,,,cock-a-hoop,
,destructive,yucky,optimistic,at one with the world idiom,apostate,,,wild on,
,unfriendly,shot down,be over the moon idiom,convivial,manic,,,snoopy,
,viperous,commiserable,cherubic,gleeful,been hit before,,,hopped up,
,hot-blooded,tortured,angelic,chuffed,dithery,,,quizzical,
,deranged,sore,full of beans,smiley,spiritless,,,your heart skips/misses a beat idiom,
,envious,choke,gripped,delirious,in doubt,,,entertained,
,fretful,falling apart,vigorous,dispatched,intimidating,,,faithful,
,harassed,unpopular,brighten,warm,fickle,,,pushing,
,unscrewed,harassed,glass half full,hospitable,blanched,,,intense,
,gusty,yearning,confident,rapturous,having kittens,,,in a flutter idiom,
,fizzing,prostrated,priceless,undemanding,butterflies,,,probing,
,keen,histrionic,ASMR,paradisaical,pansy-like,,,enthusiastically,
,easily agitated,inhospitable,romping,dignified,vague,,,all wound up,
,joyless,murky,exciting,sparkling,unfaithful,,,discerning,
,burning with excitement,cold,nostalgically,flushed,feeble,,,puzzled,
,aloof,lifeless,grateful,rested,fidgety,,,tied up,
,full of dislike,elevating,zesty,frolicsome,skeptical,,,partial to,
,happy,apprehensive,unruffled,overjoyed,characterless,,,immersed,
,glowing,cast-down,wonderful,overwhelmed,fretful,,,eager for,
,snappish,on the verge of tears,gut-busting,airy,feart,,,lost,
,miffy,lousy,pleased as punch,well pleased,bottle,,,disquisitive,
,boiling over,unamused,on a high,grinning,subdued,,,go-getting,
,kick,languid,on top of the world,light,trustless,,,enchanted,
,cavilling,sob story,as pleased as Punch,fun,forbearing,,,race,
,riotous,fatalistic,unflustered,completed,vile,,,beguiled by,
,contrary,fussiness,rocking,jocose,degrading,,,star-struck,
,muddled,chap-fallen,very funny,rousing,capricious,,,presumptuous,
,in a tizzy,butthurt,not believe your luck idiom,paradisaic,chicken-livered,,,aflame,
,crook,offended,intent,cant complain,having the willies,,,fond,
,hyperactive,in a funk,riveted,revered,hanging by thread,,,orientated,
,steely,as sick as a parrot,backslapping,none,offensive,,,seduced,
,incisive,unconsolable,nonchalant,merry,disbelieving,,,animated,
,unhinged,heartening,exulting,paradisiac,in awe,,,be as high as a kite idiom,
,bad,poverty-stricken,reveling,,fear the worst idiom,,,twitterpated by,
,acute,ill-humoured,absent,,untrusting,,,examining,
,avid,edgy,breezily,,concerned,,,dizzy,
,boiling mad,plagued,believe,,shamefaced,,,wrapped up in,
,sardonic,easily moved,crazy,,milksoppish,,,mad about,
,bent,yukky,decorated,,fixated,,,psyched,
,raspy,reflective,racy,,shaken,,,there is no holding sb (back) idiom,
,scornful,guilt-ridden,exhilarated,,repelled,,,overexcited,
,easily upset,sadly,in paradise,,weakened,,,influential,
,crossly,godforsaken,taken,,gentle,,,smitten,
,vitriolic,encouraging,providential,,doubtful,,,impertinent,
,in a mood,gut-wrenching,easy,,high-strung,,,fascinated by,
,snarky,bummed,as happy as a sandboy,,compulsive,,,all of a flutter idiom,
,satiric,woful,buck (sb/sth) up,,unassertive,,,rhapsodical,
,mopy,flustered,happily,,tame,,,lean towards sth,
,stinging,lovelorn,volatile,,wired,,,crazy about,
,fulminant,cowering,laughter-filled,,deferential,,,queer,
,humorless,hurtful,heady,,lacking courage,,,transported,
,kvetching,jumpy,self-assertive,,base,,,happy,
,combative,depraved,rambunctious,,agog,,,in love with,
,pained,deep,joyfully,,backward,,,noise,
,ill at ease,antsy,delectable,,uncomfortable,,,enamoured of,
,hurt,profound,lots of laughs,,chary,,,stoked,
,insulted,poker-faced,winsome,,pigeon-hearted,,,dialed in,
,peckish,dismally,sober,,scared rigid,,,kid,
,breezy,dreich,daydreaming,,twitchy,,,infatuated,
,shook up,by yourself,cheerly,,be like a deer/rabbit caught in the headlights idiom,,,subtle,
,nutty,grousing,overexcited,,touchy,,,struck on,
,disapproving of,severe,cheerfully,,insufficient,,,hands-on,
,gnashing ones teeth,uncared-for,absorbed,,traitorous,,,dutiful,
,resentfully,icky,resilient,,oversensitive,,,inspecting,
,on a short fuse,lacking in enthusiasm,alert,,tremendous,,,peeping,
,rousted,aflutter,pure,,not self-assured,,,bewitched by,
,warmongering,brassed off,carnivalesque,,lenient,,,focused on,
,downhearted,wishy-washy,hushed,,foreboding,,,allured,
,in a flat spin,wretchedness,rejoicing,,bottle out,,,prurient,
,vehement,ailing,spirited,,low,,,at work,
,out of countenance,overcome with sorrow,daring,,cowed,,,hung up,
,narked,wistfully,energetic,,terror,,,beside oneself,
,negative,schmaltzy,inspirited,,irrational,,,undercover,
,at end of ones rope,afraid,zappy,,pigeonhearted,,,follow,
,restless,shoddy,well,,excited,,,flushed,
,freaked out,unwholesome,exhilarating,,abashed,,,focused,
,disrespected,rigorous,swashbuckling,,bricking oneself,,,doubtful,
,out of humour,inspiring,saintly,,deceitful,,,overwhelmed,
,rainy,in blue funk,pizzazzy,,dreaded,,,tautness,
,hurtful,murderous,ludicrous,,distrusting,,,hard at it,
,wounding,dolorific,warming,,shuddering,,,on the edge of your seat idiom,
,with all guns blazing,poignant,unconscious,,show-me,,,on the trot,
,jumpy,doubting,go-go,,chicken-hearted,,,be nuts about sth/sb idiom,
,impulsive,thrown,crowing,,in a panic,,,dreaming,
,hard,baulked,gaily,,having cold feet,,,really into,
,dissident,mawkish,venerated,,angst-ridden,,,crazed,
,antsy,dingy,zippy,,startled,,,monomaniacal,
,critical,in a blue funk,untroubled,,amoebalike,,,hold,
,in a bate,aching,animate,,spooked,,,trenchant,
,grousing,put out,waggish,,pants,,,charmed by,
,forceful,distasteful,canty,,unforthcoming,,,tempted,
,unreasonable,all torn up,collected,,disloyal,,,interfering,
,grudge-bearing,unfavourable,feeling ones oats,,serene,,,,
,surly,inanimate,float,,disgusted,,,,
,bluff,depressive,diverting,,maladjusted,,,,
,stir-crazy,compunctious,bliss (sb) out,,pushing the panic button,,,,
,smart-aleck,defenceless,entranced,,lacking trust,,,,
,persecuted,submissive,felicitous,,mild,,,,
,cataclysmic,negative,rapturously,,acquiescent,,,,
,horrid,sick at heart idiom,in a frenzy,,bashful,,,,
,defamatory,down-in-mouth,enthralled,,half-hearted,,,,
,intimidating,corrupt,enthusiastic,,,,,,
,crabby,dystopia,top,,,,,,
,doing your nut,bemoaning,rib-tickling,,,,,,
,touchy,remorseless,transport,,,,,,
,in a rage,homeless,killing,,,,,,
,twitchy,howling,look/feel like a million dollars idiom,,,,,,
,unmannerly,woe is me idiom,rosy,,,,,,
,uncomfortable,elegiacal,rhapsodic,,,,,,
,not best pleased,crabby,on top of the world idiom,,,,,,
,in a state,limp,conversable,,,,,,
,mercurial,contused,wigged out,,,,,,
,crazed,fussy,holiday,,,,,,
,crabbed,careworn,bewitched,,,,,,
,brusque,atrabilious,in the lead,,,,,,
,grim,shook,colourful,,,,,,
,religious,verklempt,eager,,,,,,
,high-strung,unmanned,mad,,,,,,
,volatility,uncomfortable,as lively as a grig,,,,,,
,emotional,in a state,walk on air idiom,,,,,,
,contentious,tragicomic,redeeming,,,,,,
,unforgiving,heartfelt,Christmassy,,,,,,
,boiling,horrid,laid back,,,,,,
,raving mad,crabbed,devil-may-care,,,,,,
,coarse,dreaming,bubbling over,,,,,,
,sick,tame,rumbustious,,,,,,
,coming down,comfortless,cocky,,,,,,
,pernicious,meagre,relaxed,,,,,,
,insane,without companions,in raptures,,,,,,
,sharp-tempered,defeatist,showy,,,,,,
,overactive,harrowing,vibrant,,,,,,
,keyed up,emotional,loony,,,,,,
,oppugning,debased,deliriously happy,,,,,,
,pugnacious,in the toilet,pumped,,,,,,
,somber,queasy,hysterical,,,,,,
,rugged,annoyed,reckless,,,,,,
,evil-intentioned,persecuted,raucous,,,,,,
,downcast,cowed,in good spirits,,,,,,
,unnerved,ill at ease,athrill,,,,,,
,rage,in pain,measured,,,,,,
,detonating,indifferent,ebullient,,,,,,
,dismal,anaemic,(as) pleased as Punch idiom,,,,,,
,assaultive,beefing,hopped up,,,,,,
,consequential,unconcerned,excited,,,,,,
,broken up,unnerved,walking on air,,,,,,
,antagonistic,great,free,,,,,,
,ratty,bowed,uninhibited,,,,,,
,flaming mad,wintry,blissfully happy,,,,,,
,afflicted,lame,dapper,,,,,,
,out of place,brutal,consoled,,,,,,
,foreboding,loose,stimulated,,,,,,
,forbidding,cross,smart,,,,,,
,scratchy,have the blues idiom,rip-roaring,,,,,,
,discordant,execrable,over the moon,,,,,,
,short,detestable,venturesome,,,,,,
,agitable,solitary,prideful,,,,,,
,having kittens,feel-bad,pacific,,,,,,
,vigorous,reprobate,beautiful,,,,,,
,as cross as two sticks,afflicted,contentedly,,,,,,
,huffish,whimpering,prankish,,,,,,
,curt,impoverished,proudly,,,,,,
,nursing a grudge,foreboding,pizazzy,,,,,,
,manic,rotten,revelling,,,,,,
,embarrassed,touching,epicurean,,,,,,
,estranged,in sackcloth and ashes,alive and kicking,,,,,,
,mumpish,forbidding,inattentive,,,,,,
,opposing,without energy,boastful,,,,,,
,cheerless,unlovely,lucky,,,,,,
,out of sorts,glowering,peaceful,,,,,,
,churlish,arousing,footloose,,,,,,
,atwitter,warming,frothy,,,,,,
,saddened,rough,glowing,,,,,,
,unpropitious,churlish,noisy,,,,,,
,hacked,spooked,engrossed,,,,,,
,short-tempered,atwitter,holy,,,,,,
,energetic,hollow,radiant,,,,,,
,contemptuous,glumly,as happy as Larry,,,,,,
,disheartened,zero,looking good,,,,,,
,hysteric,imploring,cheer (sb) up,,,,,,
,agitated,discouraging,beside oneself with joy,,,,,,
,disaffected,disaffected,blissfully,,,,,,
,menacing,devitalized,wild,,,,,,
,griping,self-reproachful,sportive,,,,,,
,grouchy,upsetting,eustress,,,,,,
,flinty,repining,gleefully,,,,,,
,blowing ones top,not happy,a scream,,,,,,
,opposed,repine,can-do,,,,,,
,bursting,spineless,fantastic,,,,,,
,sombre,unenthused,in heaven,,,,,,
,sarcastic,shamefaced,bubbling,,,,,,
,uncongenial,unrelenting,ardent,,,,,,
,animated,threnodial,fond,,,,,,
,unbridled,intense,beaming,,,,,,
,fretting,be in bits idiom,full of the joys of spring,,,,,,
,anguished,bearish,happy-go-lucky,,,,,,
,sharp,downbeat,pleasantly surprised,,,,,,
,smoking,desolating,reassured,,,,,,
,tense,cheap,walk,,,,,,
,crestfallen,unsavoury,rapt,,,,,,
,raging mad,offensive,blest,,,,,,
,convulsive,angered,agitated,,,,,,
,unappeasable,down-hearted,perkily,,,,,,
,disgusted,derisible,enchanted,,,,,,
,boorish,uncongenial,back-slapping,,,,,,
,green-eyed,compassionate,go-getting,,,,,,
,blazing mad,ruthful,keen,,,,,,
,bugged,anguished,giddiness,,,,,,
,in a bad mood,smart,happy as a lark,,,,,,
,flaming,tense,hysteric,,,,,,
,wrothful,displeasing,serene,,,,,,
,pettish,no-nonsense,turned-on,,,,,,
,grumpy,draggy,swaggering,,,,,,
,uncompromising,estranged,feel-good,,,,,,
,sorehead,bugged,celebrating,,,,,,
,obstinate,teary,flattered,,,,,,
,overheated,in despair,gloating,,,,,,
,fractious,abashed,impudent,,,,,,
,confused,inspirative,starry-eyed,,,,,,
,scandalised,unable to be comforted,auspicious,,,,,,
,hammer-and-tongs,beseeching,engaged,,,,,,
,like a fish out of water,dithery,careless,,,,,,
,windy,Cimmerian,pert,,,,,,
,unreceptive,scungy,bullish,,,,,,
,spiteful,drab,aroused,,,,,,
,martial,embarrassed,lusty,,,,,,
,chill,watery,juiced up,,,,,,
,frowning,paltry,rakish,,,,,,
,amorous,affecting,sporty,,,,,,
,out of humor,be out of sorts idiom,in transports of joy,,,,,,
,blown a gasket,chill,psyched,,,,,,
,unzipped,furtive,smiley,,,,,,
,oppositional,in distress,soul-stirring,,,,,,
,like a bear with a sore head,conscience-stricken,laughing,,,,,,
,reproachful,distrustful,animated,,,,,,
,in a tizz,dissipated,playful,,,,,,
,acerb,frowning,air,,,,,,
,malcontent,small,spunky,,,,,,
,enthusiastic,mope,gladdened,,,,,,
,powerful,derisory,unconcerned,,,,,,
,blowy,hard-hearted,tickled to death,,,,,,
,sorrowful,blue funk,in ecstasies,,,,,,
,bumpy,ominous,great,,,,,,
,solemn,dourly,screaming,,,,,,
,roused,teary-eyed,delightedly,,,,,,
,out of temper,tragicomical,jollying,,,,,,
,unsatisfied,flat tire,wowed,,,,,,
,shrewish,tear-jerking,sublime,,,,,,
,roily,slushy,be in seventh heaven idiom,,,,,,
,hard done by,dourness,heart-warming,,,,,,
,disapproving,dissolute,fired up,,,,,,
,effusive,at,rhapsodical,,,,,,
,opposite,torturous,peart,,,,,,
,choppy,unzipped,dance,,,,,,
,all-out,downtrodden,farcical,,,,,,
,resistant,sobbing,cock-a-hoop,,,,,,
,ill-natured,clouded,invigorated,,,,,,
,severe,longing for home,hung up,,,,,,
,hacked (off),down and out,unrestrained,,,,,,
,low,Eeyorish,chirpily,,,,,,
,spirited,choke up,flushed,,,,,,
,disordered,unsatisfied,sparkling,,,,,,
,scandalized,stunning,bouncy,,,,,,
,vengeful,instigative,paradisaical,,,,,,
,at wits end,anemic,gallant,,,,,,
,warm-blooded,perturbed,engaging,,,,,,
,raining cats and dogs,ripped,warm,,,,,,
,stormful,longing,dizzy,,,,,,
,exacerbated,dire,enrapt,,,,,,
,tetchy,the doldrums,content,,,,,,
,ominous,funk,aglow,,,,,,
,astringent,weary,paradisical,,,,,,
,tremulous,dreary,gamesome,,,,,,
,beside yourself,trying,bliss,,,,,,
,inconsolable,self-pitying,be as high as a kite idiom,,,,,,
,narky,cheerful,roseate,,,,,,
,unmanageable,cheering,frolicsome,,,,,,
,hazardous,rejected,colorful,,,,,,
,curmudgeonly,solemn,overwhelmed,,,,,,
,corrosive,acheronian,airy,,,,,,
,squint-eyed,distressful,merrily,,,,,,
,laconic,funeral,none,,,,,,
,sourpussed,sorrowing,revered,,,,,,
,allergic,bawling,cant complain,,,,,,
,ablaze,misanthropic,ridiculous,,,,,,
,fraught,confused,celebratory,,,,,,
,bilious,misty-eyed,frivolous,,,,,,
,burning,ruthless,rousing,,,,,,
,humiliated,hankering,placid,,,,,,
,aerated,in the doldrums,hell-raising,,,,,,
,invidious,humiliated,a hoot,,,,,,
,withdrawn,companionless,fun,,,,,,
,heatedly,annoying,droll,,,,,,
,neurotic,rakehell,light,,,,,,
,unsociable,deathlike,grinning,,,,,,
,in a funk,demoralizing,divine,,,,,,
,off,withdrawn,well pleased,,,,,,
,thin-skinned,deathly,feastly,,,,,,
,louring,affected,,,,,,,
,thunderous,lackluster,,,,,,,
,discontent,off,,,,,,,
,mopish,meek,,,,,,,
,ardent,have the blahs,,,,,,,
,hot under collar,dragging,,,,,,,
,hot-tempered,grumpy,,,,,,,
,slighted,po-faced,,,,,,,
,wronged,agonised,,,,,,,
,bad tempered,heart-wrenching,,,,,,,
,unceremonious,disappointedly,,,,,,,
,bang-bang,contemplative,,,,,,,
,unindulgent,daunted,,,,,,,
,sabre-rattling,aggrieved,,,,,,,
,up the wall,without hope,,,,,,,
,smart-mouthed,melting,,,,,,,
,under arms,bleeding,,,,,,,
,wrath,afflicting,,,,,,,
,having a fit of the sulks,bummed-out,,,,,,,
,fed up to the back teeth idiom,oppressive,,,,,,,
,perturbed,heartwarming,,,,,,,
,covetous,fervid,,,,,,,
,strained,stirred,,,,,,,
,kittle,broken up,,,,,,,
,feisty,inconsolably,,,,,,,
,distraught,uninspiring,,,,,,,
,stimulated,up the creek,,,,,,,
,discomposed,heart-sick,,,,,,,
,inclement,long-suffering,,,,,,,
,fervid,overemotional,,,,,,,
,roaring,discomposed,,,,,,,
,glowering,fervent,,,,,,,
,fit to be tied,cowardly,,,,,,,
,distressed,merciless,,,,,,,
,acidic,disheartening,,,,,,,
,hottempered,abandoned,,,,,,,
,aggressive,dirgelike,,,,,,,
,frenetic,ardent,,,,,,,
,full-on,mopish,,,,,,,
,at boiling point,discontent,,,,,,,
,malcontented,Stygian,,,,,,,
,victimized,dry,,,,,,,
,snitty,forgotten,,,,,,,
,wet,let down,,,,,,,
,lively,remorseful,,,,,,,
,nasty,dim,,,,,,,
,dissenting,guilty-looking,,,,,,,
,falling apart,impersonal,,,,,,,
,spazzed out,regrettable,,,,,,,
,inimical,elegiac,,,,,,,
,self-conscious,dog,,,,,,,
,tormented,sulky,,,,,,,
,unpredictable,sunk in gloom,,,,,,,
,very angry,heartrending,,,,,,,
,cranky,piteous,,,,,,,
,disputatious,lacking in confidence,,,,,,,
,revengeful,nasty,,,,,,,
,in a paddy,vexed,,,,,,,
,oversensitive,full of gloom,,,,,,,
,offhand,inauspicious,,,,,,,
,white-hot,psyched out,,,,,,,
,disquieted,stony-faced,,,,,,,
,antipathetic,oversentimental,,,,,,,
,fretted,tormented,,,,,,,
,uncontrolled,feel hard done-by idiom,,,,,,,
,had,sympathetic,,,,,,,
,malefic,heartbreaking,,,,,,,
,inconvenienced,cranky,,,,,,,
,put-out,sick as a parrot,,,,,,,
,faultfinding,mournfully,,,,,,,
,desperate,meaningful,,,,,,,
,unpleased,beat,,,,,,,
,unkind,a long face idiom,,,,,,,
,tooshie,mind-blowing,,,,,,,
,wicked,terrible,,,,,,,
,satirical,cantankerous,,,,,,,
,whingy,unpleasant,,,,,,,
,crabbing,irresolute,,,,,,,
,in a cold sweat,gutless,,,,,,,
,disputative,sourpuss,,,,,,,
,weighty,be down in the mouth idiom,,,,,,,
,frantic,apathetic,,,,,,,
,malignant,vapid,,,,,,,
,spare,unlucky,,,,,,,
,acrimoniously,desperate,,,,,,,
,acid,fed up,,,,,,,
,captious,racked with pain,,,,,,,
,violent,weakened,,,,,,,
,mad as a hornet,without a friend in the world,,,,,,,
,alarmed,disenchanting,,,,,,,
,cantankerous,forlornly,,,,,,,
,unpleasant,in a bad way,,,,,,,
,in the sulks,wicked,,,,,,,
,hawkish,languorous,,,,,,,
,kicking,objecting,,,,,,,
,unsated,emo,,,,,,,
,knock-down-and-drag-out,weighty,,,,,,,
,overexcited,frantic,,,,,,,
,pushed too far,gladdening,,,,,,,
,howling,heart,,,,,,,
,rubbed the wrong way,disconsolately,,,,,,,
,dyspeptic,haplessly,,,,,,,
,zonkers,impactful,,,,,,,
,not be a happy camper idiom,fretted,,,,,,,
,stressy,torn-up,,,,,,,
,gutted,disquieted,,,,,,,
,with chip on shoulder,unable to be consoled,,,,,,,
,cataclysmal,inhuman,,,,,,,
,beside yourself with rage,cringing,,,,,,,
,flipped out,friendless,,,,,,,
,demented,dolent,,,,,,,
,envenomed,in mourning,,,,,,,
,steamed-up,suicidally,,,,,,,
,doleful,not be a happy camper idiom,,,,,,,
,very upset,regretful,,,,,,,
,piping,wooden,,,,,,,
,fervent,haunted,,,,,,,
,spoiling for a fight,lugubriously,,,,,,,
,maniacal,attritional,,,,,,,
,moiling,austere,,,,,,,
,poisonous,a dogs life idiom,,,,,,,
,acerbic,strung out,,,,,,,
,dissatisfied,mourning,,,,,,,
,wrathfully,entreating,,,,,,,
,gladiatorial,bloodless,,,,,,,
,evil,demoralised,,,,,,,
,dark,meager,,,,,,,
,concerted,having the blahs,,,,,,,
,crotchety,syrupy,,,,,,,
,berko,unimpassioned,,,,,,,
,storm-tossed,grave,,,,,,,
,arm,lorn,,,,,,,
,querulous,decadent,,,,,,,
,feverish,inspiriting,,,,,,,
,warlike,sepulchral,,,,,,,
,offensive,warped,,,,,,,
,unassuaged,weighed down,,,,,,,
,begrudging,passionate,,,,,,,
,steam (sth) up,dashed,,,,,,,
,reluctant,lost,,,,,,,
,scrappy,rugged,,,,,,,
,plaintive,gooey,,,,,,,
,offish,sullen,,,,,,,
,unwelcoming,bummed out,,,,,,,
,wired,unenthusiastic,,,,,,,
,sulking,moving,,,,,,,
,aflutter,earnest,,,,,,,
,chagrined,prostrate with grief,,,,,,,
,vicious,lackadaisical,,,,,,,
,burned up,mortifying,,,,,,,
,morose,daydreaming,,,,,,,
,sad,unwelcoming,,,,,,,
,stuffy,sedate,,,,,,,
,hot-headed,enervated,,,,,,,
,hop,disappointing,,,,,,,
,down,be in a funk idiom,,,,,,,
,oppugnant,boring,,,,,,,
,dour,sentimental,,,,,,,
,fed-up,dirgeful,,,,,,,
